,avg_temp,year,Lat,Long,city
0,7.6,2000-01-31,35.6839,139.7744,Tokyo
1,6.0,2000-02-29,35.6839,139.7744,Tokyo
2,9.4,2000-03-31,35.6839,139.7744,Tokyo
3,14.5,2000-04-30,35.6839,139.7744,Tokyo
4,19.8,2000-05-31,35.6839,139.7744,Tokyo
5,22.5,2000-06-30,35.6839,139.7744,Tokyo
6,27.7,2000-07-31,35.6839,139.7744,Tokyo
7,28.3,2000-08-31,35.6839,139.7744,Tokyo
8,25.6,2000-09-30,35.6839,139.7744,Tokyo
9,18.8,2000-10-31,35.6839,139.7744,Tokyo
10,13.3,2000-11-30,35.6839,139.7744,Tokyo
11,8.8,2000-12-31,35.6839,139.7744,Tokyo
12,4.9,2001-01-31,35.6839,139.7744,Tokyo
13,6.6,2001-02-28,35.6839,139.7744,Tokyo
14,9.8,2001-03-31,35.6839,139.7744,Tokyo
15,15.7,2001-04-30,35.6839,139.7744,Tokyo
16,19.5,2001-05-31,35.6839,139.7744,Tokyo
17,23.1,2001-06-30,35.6839,139.7744,Tokyo
18,28.5,2001-07-31,35.6839,139.7744,Tokyo
19,26.4,2001-08-31,35.6839,139.7744,Tokyo
20,23.2,2001-09-30,35.6839,139.7744,Tokyo
21,18.7,2001-10-31,35.6839,139.7744,Tokyo
22,13.1,2001-11-30,35.6839,139.7744,Tokyo
23,8.4,2001-12-31,35.6839,139.7744,Tokyo
24,7.4,2002-01-31,35.6839,139.7744,Tokyo
25,7.9,2002-02-28,35.6839,139.7744,Tokyo
26,12.2,2002-03-31,35.6839,139.7744,Tokyo
27,16.1,2002-04-30,35.6839,139.7744,Tokyo
28,18.4,2002-05-31,35.6839,139.7744,Tokyo
29,21.6,2002-06-30,35.6839,139.7744,Tokyo
30,28.0,2002-07-31,35.6839,139.7744,Tokyo
31,28.0,2002-08-31,35.6839,139.7744,Tokyo
32,23.1,2002-09-30,35.6839,139.7744,Tokyo
33,19.0,2002-10-31,35.6839,139.7744,Tokyo
34,11.6,2002-11-30,35.6839,139.7744,Tokyo
35,7.2,2002-12-31,35.6839,139.7744,Tokyo
36,5.5,2003-01-31,35.6839,139.7744,Tokyo
37,6.4,2003-02-28,35.6839,139.7744,Tokyo
38,8.7,2003-03-31,35.6839,139.7744,Tokyo
39,15.1,2003-04-30,35.6839,139.7744,Tokyo
40,18.8,2003-05-31,35.6839,139.7744,Tokyo
41,23.2,2003-06-30,35.6839,139.7744,Tokyo
42,22.8,2003-07-31,35.6839,139.7744,Tokyo
43,26.0,2003-08-31,35.6839,139.7744,Tokyo
44,24.2,2003-09-30,35.6839,139.7744,Tokyo
45,17.8,2003-10-31,35.6839,139.7744,Tokyo
46,14.4,2003-11-30,35.6839,139.7744,Tokyo
47,9.2,2003-12-31,35.6839,139.7744,Tokyo
48,6.3,2004-01-31,35.6839,139.7744,Tokyo
49,8.5,2004-02-29,35.6839,139.7744,Tokyo
50,9.8,2004-03-31,35.6839,139.7744,Tokyo
51,16.4,2004-04-30,35.6839,139.7744,Tokyo
52,19.6,2004-05-31,35.6839,139.7744,Tokyo
53,23.7,2004-06-30,35.6839,139.7744,Tokyo
54,28.5,2004-07-31,35.6839,139.7744,Tokyo
55,27.2,2004-08-31,35.6839,139.7744,Tokyo
56,25.1,2004-09-30,35.6839,139.7744,Tokyo
57,17.5,2004-10-31,35.6839,139.7744,Tokyo
58,15.6,2004-11-30,35.6839,139.7744,Tokyo
59,9.9,2004-12-31,35.6839,139.7744,Tokyo
60,6.1,2005-01-31,35.6839,139.7744,Tokyo
61,6.2,2005-02-28,35.6839,139.7744,Tokyo
62,9.0,2005-03-31,35.6839,139.7744,Tokyo
63,15.1,2005-04-30,35.6839,139.7744,Tokyo
64,17.7,2005-05-31,35.6839,139.7744,Tokyo
65,23.2,2005-06-30,35.6839,139.7744,Tokyo
66,25.6,2005-07-31,35.6839,139.7744,Tokyo
67,28.1,2005-08-31,35.6839,139.7744,Tokyo
68,24.7,2005-09-30,35.6839,139.7744,Tokyo
69,19.2,2005-10-31,35.6839,139.7744,Tokyo
70,13.3,2005-11-30,35.6839,139.7744,Tokyo
71,6.4,2005-12-31,35.6839,139.7744,Tokyo
72,5.1,2006-01-31,35.6839,139.7744,Tokyo
73,6.7,2006-02-28,35.6839,139.7744,Tokyo
74,9.8,2006-03-31,35.6839,139.7744,Tokyo
75,13.6,2006-04-30,35.6839,139.7744,Tokyo
76,19.0,2006-05-31,35.6839,139.7744,Tokyo
77,22.5,2006-06-30,35.6839,139.7744,Tokyo
78,25.6,2006-07-31,35.6839,139.7744,Tokyo
79,27.5,2006-08-31,35.6839,139.7744,Tokyo
80,23.5,2006-09-30,35.6839,139.7744,Tokyo
81,19.5,2006-10-31,35.6839,139.7744,Tokyo
82,14.4,2006-11-30,35.6839,139.7744,Tokyo
83,9.5,2006-12-31,35.6839,139.7744,Tokyo
84,7.6,2007-01-31,35.6839,139.7744,Tokyo
85,8.6,2007-02-28,35.6839,139.7744,Tokyo
86,10.8,2007-03-31,35.6839,139.7744,Tokyo
87,13.7,2007-04-30,35.6839,139.7744,Tokyo
88,19.8,2007-05-31,35.6839,139.7744,Tokyo
89,23.2,2007-06-30,35.6839,139.7744,Tokyo
90,24.4,2007-07-31,35.6839,139.7744,Tokyo
91,29.0,2007-08-31,35.6839,139.7744,Tokyo
92,25.2,2007-09-30,35.6839,139.7744,Tokyo
93,19.0,2007-10-31,35.6839,139.7744,Tokyo
94,13.3,2007-11-30,35.6839,139.7744,Tokyo
95,9.0,2007-12-31,35.6839,139.7744,Tokyo
96,5.9,2008-01-31,35.6839,139.7744,Tokyo
97,5.5,2008-02-29,35.6839,139.7744,Tokyo
98,10.7,2008-03-31,35.6839,139.7744,Tokyo
99,14.7,2008-04-30,35.6839,139.7744,Tokyo
100,18.5,2008-05-31,35.6839,139.7744,Tokyo
101,21.3,2008-06-30,35.6839,139.7744,Tokyo
102,27.0,2008-07-31,35.6839,139.7744,Tokyo
103,26.8,2008-08-31,35.6839,139.7744,Tokyo
104,24.4,2008-09-30,35.6839,139.7744,Tokyo
105,19.4,2008-10-31,35.6839,139.7744,Tokyo
106,13.1,2008-11-30,35.6839,139.7744,Tokyo
107,9.8,2008-12-31,35.6839,139.7744,Tokyo
108,6.8,2009-01-31,35.6839,139.7744,Tokyo
109,7.8,2009-02-28,35.6839,139.7744,Tokyo
110,10.0,2009-03-31,35.6839,139.7744,Tokyo
111,15.7,2009-04-30,35.6839,139.7744,Tokyo
112,20.1,2009-05-31,35.6839,139.7744,Tokyo
113,22.5,2009-06-30,35.6839,139.7744,Tokyo
114,26.3,2009-07-31,35.6839,139.7744,Tokyo
115,26.6,2009-08-31,35.6839,139.7744,Tokyo
116,23.0,2009-09-30,35.6839,139.7744,Tokyo
117,19.0,2009-10-31,35.6839,139.7744,Tokyo
118,13.5,2009-11-30,35.6839,139.7744,Tokyo
119,9.0,2009-12-31,35.6839,139.7744,Tokyo
120,7.0,2010-01-31,35.6839,139.7744,Tokyo
121,6.5,2010-02-28,35.6839,139.7744,Tokyo
122,9.1,2010-03-31,35.6839,139.7744,Tokyo
123,12.4,2010-04-30,35.6839,139.7744,Tokyo
124,19.0,2010-05-31,35.6839,139.7744,Tokyo
125,23.6,2010-06-30,35.6839,139.7744,Tokyo
126,28.0,2010-07-31,35.6839,139.7744,Tokyo
127,29.6,2010-08-31,35.6839,139.7744,Tokyo
128,25.1,2010-09-30,35.6839,139.7744,Tokyo
129,18.9,2010-10-31,35.6839,139.7744,Tokyo
130,13.5,2010-11-30,35.6839,139.7744,Tokyo
131,9.9,2010-12-31,35.6839,139.7744,Tokyo
132,5.1,2011-01-31,35.6839,139.7744,Tokyo
133,7.0,2011-02-28,35.6839,139.7744,Tokyo
134,8.1,2011-03-31,35.6839,139.7744,Tokyo
135,14.5,2011-04-30,35.6839,139.7744,Tokyo
136,18.5,2011-05-31,35.6839,139.7744,Tokyo
137,22.8,2011-06-30,35.6839,139.7744,Tokyo
138,27.3,2011-07-31,35.6839,139.7744,Tokyo
139,27.5,2011-08-31,35.6839,139.7744,Tokyo
140,25.1,2011-09-30,35.6839,139.7744,Tokyo
141,19.5,2011-10-31,35.6839,139.7744,Tokyo
142,14.9,2011-11-30,35.6839,139.7744,Tokyo
143,7.5,2011-12-31,35.6839,139.7744,Tokyo
144,4.8,2012-01-31,35.6839,139.7744,Tokyo
145,5.4,2012-02-29,35.6839,139.7744,Tokyo
146,8.8,2012-03-31,35.6839,139.7744,Tokyo
147,14.5,2012-04-30,35.6839,139.7744,Tokyo
148,19.6,2012-05-31,35.6839,139.7744,Tokyo
149,21.4,2012-06-30,35.6839,139.7744,Tokyo
150,26.4,2012-07-31,35.6839,139.7744,Tokyo
151,29.1,2012-08-31,35.6839,139.7744,Tokyo
152,26.2,2012-09-30,35.6839,139.7744,Tokyo
153,19.4,2012-10-31,35.6839,139.7744,Tokyo
154,12.7,2012-11-30,35.6839,139.7744,Tokyo
155,7.3,2012-12-31,35.6839,139.7744,Tokyo
156,5.5,2013-01-31,35.6839,139.7744,Tokyo
157,6.2,2013-02-28,35.6839,139.7744,Tokyo
158,12.1,2013-03-31,35.6839,139.7744,Tokyo
159,15.2,2013-04-30,35.6839,139.7744,Tokyo
160,19.8,2013-05-31,35.6839,139.7744,Tokyo
161,22.9,2013-06-30,35.6839,139.7744,Tokyo
162,27.3,2013-07-31,35.6839,139.7744,Tokyo
163,29.2,2013-08-31,35.6839,139.7744,Tokyo
164,25.2,2013-09-30,35.6839,139.7744,Tokyo
165,19.8,2013-10-31,35.6839,139.7744,Tokyo
166,13.5,2013-11-30,35.6839,139.7744,Tokyo
167,8.3,2013-12-31,35.6839,139.7744,Tokyo
168,6.3,2014-01-31,35.6839,139.7744,Tokyo
169,5.9,2014-02-28,35.6839,139.7744,Tokyo
170,10.4,2014-03-31,35.6839,139.7744,Tokyo
171,15.0,2014-04-30,35.6839,139.7744,Tokyo
172,20.3,2014-05-31,35.6839,139.7744,Tokyo
173,23.4,2014-06-30,35.6839,139.7744,Tokyo
174,26.8,2014-07-31,35.6839,139.7744,Tokyo
175,27.7,2014-08-31,35.6839,139.7744,Tokyo
176,23.2,2014-09-30,35.6839,139.7744,Tokyo
177,19.1,2014-10-31,35.6839,139.7744,Tokyo
178,14.2,2014-11-30,35.6839,139.7744,Tokyo
179,6.7,2014-12-31,35.6839,139.7744,Tokyo
180,5.7,2015-01-31,35.6839,139.7744,Tokyo
181,5.8,2015-02-28,35.6839,139.7744,Tokyo
182,10.3,2015-03-31,35.6839,139.7744,Tokyo
183,14.6,2015-04-30,35.6839,139.7744,Tokyo
184,21.2,2015-05-31,35.6839,139.7744,Tokyo
185,22.1,2015-06-30,35.6839,139.7744,Tokyo
186,26.3,2015-07-31,35.6839,139.7744,Tokyo
187,26.6,2015-08-31,35.6839,139.7744,Tokyo
188,22.5,2015-09-30,35.6839,139.7744,Tokyo
189,18.4,2015-10-31,35.6839,139.7744,Tokyo
190,13.9,2015-11-30,35.6839,139.7744,Tokyo
191,9.3,2015-12-31,35.6839,139.7744,Tokyo
192,6.0,2016-01-31,35.6839,139.7744,Tokyo
193,7.3,2016-02-29,35.6839,139.7744,Tokyo
194,10.1,2016-03-31,35.6839,139.7744,Tokyo
195,15.5,2016-04-30,35.6839,139.7744,Tokyo
196,20.2,2016-05-31,35.6839,139.7744,Tokyo
197,22.4,2016-06-30,35.6839,139.7744,Tokyo
198,25.4,2016-07-31,35.6839,139.7744,Tokyo
199,27.1,2016-08-31,35.6839,139.7744,Tokyo
200,24.3,2016-09-30,35.6839,139.7744,Tokyo
201,18.7,2016-10-31,35.6839,139.7744,Tokyo
202,11.3,2016-11-30,35.6839,139.7744,Tokyo
203,8.8,2016-12-31,35.6839,139.7744,Tokyo
204,5.8,2017-01-31,35.6839,139.7744,Tokyo
205,6.9,2017-02-28,35.6839,139.7744,Tokyo
206,8.5,2017-03-31,35.6839,139.7744,Tokyo
207,14.8,2017-04-30,35.6839,139.7744,Tokyo
208,20.1,2017-05-31,35.6839,139.7744,Tokyo
209,22.0,2017-06-30,35.6839,139.7744,Tokyo
210,27.3,2017-07-31,35.6839,139.7744,Tokyo
211,26.4,2017-08-31,35.6839,139.7744,Tokyo
212,22.8,2017-09-30,35.6839,139.7744,Tokyo
213,16.7,2017-10-31,35.6839,139.7744,Tokyo
214,11.9,2017-11-30,35.6839,139.7744,Tokyo
215,6.6,2017-12-31,35.6839,139.7744,Tokyo
216,4.7,2018-01-31,35.6839,139.7744,Tokyo
217,5.4,2018-02-28,35.6839,139.7744,Tokyo
218,11.5,2018-03-31,35.6839,139.7744,Tokyo
219,17.1,2018-04-30,35.6839,139.7744,Tokyo
220,19.8,2018-05-31,35.6839,139.7744,Tokyo
221,22.5,2018-06-30,35.6839,139.7744,Tokyo
222,28.3,2018-07-31,35.6839,139.7744,Tokyo
223,28.0,2018-08-31,35.6839,139.7744,Tokyo
224,22.8,2018-09-30,35.6839,139.7744,Tokyo
225,19.0,2018-10-31,35.6839,139.7744,Tokyo
226,13.9,2018-11-30,35.6839,139.7744,Tokyo
227,8.3,2018-12-31,35.6839,139.7744,Tokyo
228,5.6,2019-01-31,35.6839,139.7744,Tokyo
229,7.2,2019-02-28,35.6839,139.7744,Tokyo
230,10.6,2019-03-31,35.6839,139.7744,Tokyo
231,13.6,2019-04-30,35.6839,139.7744,Tokyo
232,20.0,2019-05-31,35.6839,139.7744,Tokyo
233,21.8,2019-06-30,35.6839,139.7744,Tokyo
234,24.1,2019-07-31,35.6839,139.7744,Tokyo
235,28.4,2019-08-31,35.6839,139.7744,Tokyo
236,25.1,2019-09-30,35.6839,139.7744,Tokyo
237,19.4,2019-10-31,35.6839,139.7744,Tokyo
238,13.1,2019-11-30,35.6839,139.7744,Tokyo
239,8.5,2019-12-31,35.6839,139.7744,Tokyo
240,7.1,2020-01-31,35.6839,139.7744,Tokyo
241,8.3,2020-02-29,35.6839,139.7744,Tokyo
242,10.7,2020-03-31,35.6839,139.7744,Tokyo
243,12.8,2020-04-30,35.6839,139.7744,Tokyo
244,19.5,2020-05-31,35.6839,139.7744,Tokyo
245,23.2,2020-06-30,35.6839,139.7744,Tokyo
246,24.3,2020-07-31,35.6839,139.7744,Tokyo
247,29.1,2020-08-31,35.6839,139.7744,Tokyo
248,24.2,2020-09-30,35.6839,139.7744,Tokyo
249,17.5,2020-10-31,35.6839,139.7744,Tokyo
250,14.0,2020-11-30,35.6839,139.7744,Tokyo
251,7.7,2020-12-31,35.6839,139.7744,Tokyo
252,5.4,2021-01-31,35.6839,139.7744,Tokyo
253,8.5,2021-02-28,35.6839,139.7744,Tokyo
254,12.8,2021-03-31,35.6839,139.7744,Tokyo
255,15.1,2021-04-30,35.6839,139.7744,Tokyo
256,19.6,2021-05-31,35.6839,139.7744,Tokyo
257,22.7,2021-06-30,35.6839,139.7744,Tokyo
258,25.9,2021-07-31,35.6839,139.7744,Tokyo
259,27.4,2021-08-31,35.6839,139.7744,Tokyo
260,22.3,2021-09-30,35.6839,139.7744,Tokyo
261,18.2,2021-10-31,35.6839,139.7744,Tokyo
262,13.7,2021-11-30,35.6839,139.7744,Tokyo
263,7.9,2021-12-31,35.6839,139.7744,Tokyo
264,4.9,2022-01-31,35.6839,139.7744,Tokyo
265,5.3,2022-02-28,35.6839,139.7744,Tokyo
266,10.9,2022-03-31,35.6839,139.7744,Tokyo
267,15.2,2022-04-30,35.6839,139.7744,Tokyo
268,18.8,2022-05-31,35.6839,139.7744,Tokyo
269,23.0,2022-06-30,35.6839,139.7744,Tokyo
270,27.4,2022-07-31,35.6839,139.7744,Tokyo
271,27.5,2022-08-31,35.6839,139.7744,Tokyo
272,24.3,2022-09-30,35.6839,139.7744,Tokyo
273,17.1,2022-10-31,35.6839,139.7744,Tokyo
274,14.5,2022-11-30,35.6839,139.7744,Tokyo
275,7.5,2022-12-31,35.6839,139.7744,Tokyo
276,2.1730834966090313,2023-01-31,35.6839,139.7744,Tokyo
277,-1.2404897896827163,2023-02-28,35.6839,139.7744,Tokyo
278,-3.4279860396535047,2023-03-31,35.6839,139.7744,Tokyo
279,-4.829804571314547,2023-04-30,35.6839,139.7744,Tokyo
280,-5.728144622444213,2023-05-31,35.6839,139.7744,Tokyo
281,-6.303843628882914,2023-06-30,35.6839,139.7744,Tokyo
282,-6.672783883551402,2023-07-31,35.6839,139.7744,Tokyo
283,-6.909224537256885,2023-08-31,35.6839,139.7744,Tokyo
284,-7.060752807803114,2023-09-30,35.6839,139.7744,Tokyo
285,-7.157864281817036,2023-10-31,35.6839,139.7744,Tokyo
286,-7.220103351563506,2023-11-30,35.6839,139.7744,Tokyo
287,-7.2599933140988595,2023-12-31,35.6839,139.7744,Tokyo
288,-7.285559723976665,2024-01-31,35.6839,139.7744,Tokyo
289,-7.301946040611987,2024-02-29,35.6839,139.7744,Tokyo
290,-7.312448676802588,2024-03-31,35.6839,139.7744,Tokyo
291,-7.31918031274469,2024-04-30,35.6839,139.7744,Tokyo
292,-7.323494988623933,2024-05-31,35.6839,139.7744,Tokyo
293,-7.326260534995564,2024-06-30,35.6839,139.7744,Tokyo
294,-7.328033168175869,2024-07-31,35.6839,139.7744,Tokyo
295,-7.329169386841174,2024-08-31,35.6839,139.7744,Tokyo
296,-7.329897686390605,2024-09-30,35.6839,139.7744,Tokyo
297,-7.3303645211607025,2024-10-31,35.6839,139.7744,Tokyo
298,-7.330663762327372,2024-11-30,35.6839,139.7744,Tokyo
299,-7.330855578153719,2024-12-31,35.6839,139.7744,Tokyo
300,-7.3309785349240615,2025-01-31,35.6839,139.7744,Tokyo
301,-7.331057352909922,2025-02-28,35.6839,139.7744,Tokyo
302,-7.331107877529498,2025-03-31,35.6839,139.7744,Tokyo
303,-7.331140265636778,2025-04-30,35.6839,139.7744,Tokyo
304,-7.331161027811834,2025-05-31,35.6839,139.7744,Tokyo
305,-7.331174337407247,2025-06-30,35.6839,139.7744,Tokyo
306,-7.331182869617473,2025-07-31,35.6839,139.7744,Tokyo
307,-7.331188339309794,2025-08-31,35.6839,139.7744,Tokyo
308,-7.3311918457696015,2025-09-30,35.6839,139.7744,Tokyo
309,-7.331194093682192,2025-10-31,35.6839,139.7744,Tokyo
310,-7.331195534783546,2025-11-30,35.6839,139.7744,Tokyo
311,-7.331196458660537,2025-12-31,35.6839,139.7744,Tokyo
312,-7.331197050955804,2026-01-31,35.6839,139.7744,Tokyo
313,-7.3311974306787375,2026-02-28,35.6839,139.7744,Tokyo
314,-7.331197674123151,2026-03-31,35.6839,139.7744,Tokyo
315,-7.3311978301995335,2026-04-30,35.6839,139.7744,Tokyo
316,-7.33119793026378,2026-05-31,35.6839,139.7744,Tokyo
317,-7.331197994417966,2026-06-30,35.6839,139.7744,Tokyo
318,-7.331198035549543,2026-07-31,35.6839,139.7744,Tokyo
319,-7.331198061920749,2026-08-31,35.6839,139.7744,Tokyo
320,-7.331198078828617,2026-09-30,35.6839,139.7744,Tokyo
321,-7.331198089669183,2026-10-31,35.6839,139.7744,Tokyo
322,-7.331198096619734,2026-11-30,35.6839,139.7744,Tokyo
323,-7.331198101076201,2026-12-31,35.6839,139.7744,Tokyo
324,-7.33119810393357,2027-01-31,35.6839,139.7744,Tokyo
325,-7.3311981057656554,2027-02-28,35.6839,139.7744,Tokyo
326,-7.331198106940362,2027-03-31,35.6839,139.7744,Tokyo
327,-7.331198107693574,2027-04-30,35.6839,139.7744,Tokyo
328,-7.331198108176531,2027-05-31,35.6839,139.7744,Tokyo
329,-7.3311981084862055,2027-06-30,35.6839,139.7744,Tokyo
330,-7.331198108684771,2027-07-31,35.6839,139.7744,Tokyo
331,-7.331198108812094,2027-08-31,35.6839,139.7744,Tokyo
332,-7.3311981088937355,2027-09-30,35.6839,139.7744,Tokyo
333,-7.3311981089460865,2027-10-31,35.6839,139.7744,Tokyo
334,-7.331198108979656,2027-11-30,35.6839,139.7744,Tokyo
335,-7.331198109001182,2027-12-31,35.6839,139.7744,Tokyo
336,-7.331198109014985,2028-01-31,35.6839,139.7744,Tokyo
337,-7.331198109023836,2028-02-29,35.6839,139.7744,Tokyo
338,-7.331198109029511,2028-03-31,35.6839,139.7744,Tokyo
339,-7.331198109033151,2028-04-30,35.6839,139.7744,Tokyo
340,-7.331198109035485,2028-05-31,35.6839,139.7744,Tokyo
341,-7.331198109036982,2028-06-30,35.6839,139.7744,Tokyo
342,-7.331198109037942,2028-07-31,35.6839,139.7744,Tokyo
343,-7.331198109038557,2028-08-31,35.6839,139.7744,Tokyo
344,-7.331198109038952,2028-09-30,35.6839,139.7744,Tokyo
345,-7.331198109039204,2028-10-31,35.6839,139.7744,Tokyo
346,-7.331198109039366,2028-11-30,35.6839,139.7744,Tokyo
347,-7.33119810903947,2028-12-31,35.6839,139.7744,Tokyo
348,-7.331198109039536,2029-01-31,35.6839,139.7744,Tokyo
349,-7.331198109039579,2029-02-28,35.6839,139.7744,Tokyo
350,-7.331198109039606,2029-03-31,35.6839,139.7744,Tokyo
351,-7.331198109039624,2029-04-30,35.6839,139.7744,Tokyo
352,-7.331198109039636,2029-05-31,35.6839,139.7744,Tokyo
353,-7.331198109039643,2029-06-30,35.6839,139.7744,Tokyo
354,-7.331198109039647,2029-07-31,35.6839,139.7744,Tokyo
355,-7.33119810903965,2029-08-31,35.6839,139.7744,Tokyo
356,-7.331198109039652,2029-09-30,35.6839,139.7744,Tokyo
357,-7.3311981090396525,2029-10-31,35.6839,139.7744,Tokyo
358,-7.331198109039653,2029-11-30,35.6839,139.7744,Tokyo
359,-7.331198109039654,2029-12-31,35.6839,139.7744,Tokyo
360,14.0,2000-01-31,28.6667,77.2167,Delhi
361,15.5,2000-02-29,28.6667,77.2167,Delhi
362,22.1,2000-03-31,28.6667,77.2167,Delhi
363,30.4,2000-04-30,28.6667,77.2167,Delhi
364,34.1,2000-05-31,28.6667,77.2167,Delhi
365,31.9,2000-06-30,28.6667,77.2167,Delhi
366,30.1,2000-07-31,28.6667,77.2167,Delhi
367,30.5,2000-08-31,28.6667,77.2167,Delhi
368,29.9,2000-09-30,28.6667,77.2167,Delhi
369,26.4,2000-10-31,28.6667,77.2167,Delhi
370,21.3,2000-11-30,28.6667,77.2167,Delhi
371,15.7,2000-12-31,28.6667,77.2167,Delhi
372,13.2,2001-01-31,28.6667,77.2167,Delhi
373,17.6,2001-02-28,28.6667,77.2167,Delhi
374,22.7,2001-03-31,28.6667,77.2167,Delhi
375,28.7,2001-04-30,28.6667,77.2167,Delhi
376,32.3,2001-05-31,28.6667,77.2167,Delhi
377,31.1,2001-06-30,28.6667,77.2167,Delhi
378,31.2,2001-07-31,28.6667,77.2167,Delhi
379,31.1,2001-08-31,28.6667,77.2167,Delhi
380,30.5,2001-09-30,28.6667,77.2167,Delhi
381,27.1,2001-10-31,28.6667,77.2167,Delhi
382,20.9,2001-11-30,28.6667,77.2167,Delhi
383,16.1,2001-12-31,28.6667,77.2167,Delhi
384,14.1,2002-01-31,28.6667,77.2167,Delhi
385,17.0,2002-02-28,28.6667,77.2167,Delhi
386,23.5,2002-03-31,28.6667,77.2167,Delhi
387,30.3,2002-04-30,28.6667,77.2167,Delhi
388,33.7,2002-05-31,28.6667,77.2167,Delhi
389,33.9,2002-06-30,28.6667,77.2167,Delhi
390,34.9,2002-07-31,28.6667,77.2167,Delhi
391,30.9,2002-08-31,28.6667,77.2167,Delhi
392,28.1,2002-09-30,28.6667,77.2167,Delhi
393,26.5,2002-10-31,28.6667,77.2167,Delhi
394,20.6,2002-11-30,28.6667,77.2167,Delhi
395,16.1,2002-12-31,28.6667,77.2167,Delhi
396,12.1,2003-01-31,28.6667,77.2167,Delhi
397,17.3,2003-02-28,28.6667,77.2167,Delhi
398,22.5,2003-03-31,28.6667,77.2167,Delhi
399,29.9,2003-04-30,28.6667,77.2167,Delhi
400,32.7,2003-05-31,28.6667,77.2167,Delhi
401,34.4,2003-06-30,28.6667,77.2167,Delhi
402,30.1,2003-07-31,28.6667,77.2167,Delhi
403,30.3,2003-08-31,28.6667,77.2167,Delhi
404,29.0,2003-09-30,28.6667,77.2167,Delhi
405,24.6,2003-10-31,28.6667,77.2167,Delhi
406,19.9,2003-11-30,28.6667,77.2167,Delhi
407,15.1,2003-12-31,28.6667,77.2167,Delhi
408,13.5,2004-01-31,28.6667,77.2167,Delhi
409,18.1,2004-02-29,28.6667,77.2167,Delhi
410,25.3,2004-03-31,28.6667,77.2167,Delhi
411,30.3,2004-04-30,28.6667,77.2167,Delhi
412,32.7,2004-05-31,28.6667,77.2167,Delhi
413,32.1,2004-06-30,28.6667,77.2167,Delhi
414,33.1,2004-07-31,28.6667,77.2167,Delhi
415,30.0,2004-08-31,28.6667,77.2167,Delhi
416,29.7,2004-09-30,28.6667,77.2167,Delhi
417,25.1,2004-10-31,28.6667,77.2167,Delhi
418,20.7,2004-11-30,28.6667,77.2167,Delhi
419,16.2,2004-12-31,28.6667,77.2167,Delhi
420,13.9,2005-01-31,28.6667,77.2167,Delhi
421,17.2,2005-02-28,28.6667,77.2167,Delhi
422,23.8,2005-03-31,28.6667,77.2167,Delhi
423,28.4,2005-04-30,28.6667,77.2167,Delhi
424,32.3,2005-05-31,28.6667,77.2167,Delhi
425,34.2,2005-06-30,28.6667,77.2167,Delhi
426,30.5,2005-07-31,28.6667,77.2167,Delhi
427,31.5,2005-08-31,28.6667,77.2167,Delhi
428,29.5,2005-09-30,28.6667,77.2167,Delhi
429,25.9,2005-10-31,28.6667,77.2167,Delhi
430,20.5,2005-11-30,28.6667,77.2167,Delhi
431,14.3,2005-12-31,28.6667,77.2167,Delhi
432,14.8,2006-01-31,28.6667,77.2167,Delhi
433,21.5,2006-02-28,28.6667,77.2167,Delhi
434,22.1,2006-03-31,28.6667,77.2167,Delhi
435,28.9,2006-04-30,28.6667,77.2167,Delhi
436,32.1,2006-05-31,28.6667,77.2167,Delhi
437,31.2,2006-06-30,28.6667,77.2167,Delhi
438,31.4,2006-07-31,28.6667,77.2167,Delhi
439,31.1,2006-08-31,28.6667,77.2167,Delhi
440,29.7,2006-09-30,28.6667,77.2167,Delhi
441,27.0,2006-10-31,28.6667,77.2167,Delhi
442,21.3,2006-11-30,28.6667,77.2167,Delhi
443,16.1,2006-12-31,28.6667,77.2167,Delhi
444,14.3,2007-01-31,28.6667,77.2167,Delhi
445,18.0,2007-02-28,28.6667,77.2167,Delhi
446,22.1,2007-03-31,28.6667,77.2167,Delhi
447,30.6,2007-04-30,28.6667,77.2167,Delhi
448,32.3,2007-05-31,28.6667,77.2167,Delhi
449,33.2,2007-06-30,28.6667,77.2167,Delhi
450,31.7,2007-07-31,28.6667,77.2167,Delhi
451,31.1,2007-08-31,28.6667,77.2167,Delhi
452,29.9,2007-09-30,28.6667,77.2167,Delhi
453,25.5,2007-10-31,28.6667,77.2167,Delhi
454,20.7,2007-11-30,28.6667,77.2167,Delhi
455,15.3,2007-12-31,28.6667,77.2167,Delhi
456,13.7,2008-01-31,28.6667,77.2167,Delhi
457,16.2,2008-02-29,28.6667,77.2167,Delhi
458,25.3,2008-03-31,28.6667,77.2167,Delhi
459,28.8,2008-04-30,28.6667,77.2167,Delhi
460,30.7,2008-05-31,28.6667,77.2167,Delhi
461,30.9,2008-06-30,28.6667,77.2167,Delhi
462,31.1,2008-07-31,28.6667,77.2167,Delhi
463,30.1,2008-08-31,28.6667,77.2167,Delhi
464,29.2,2008-09-30,28.6667,77.2167,Delhi
465,27.5,2008-10-31,28.6667,77.2167,Delhi
466,20.9,2008-11-30,28.6667,77.2167,Delhi
467,17.2,2008-12-31,28.6667,77.2167,Delhi
468,15.4,2009-01-31,28.6667,77.2167,Delhi
469,18.7,2009-02-28,28.6667,77.2167,Delhi
470,23.9,2009-03-31,28.6667,77.2167,Delhi
